Location,Timetag,Hourly Surface solar radiation downwards (J/m2),Temperature factor
home,2020-05-30 10:00:00,2758212.0,0.9971129
home,2020-05-30 11:00:00,2798242.0,0.99797654
home,2020-05-30 12:00:00,2595812.0,0.99750674
home,2020-05-30 13:00:00,2509324.0,0.9964682
home,2020-05-30 14:00:00,2270568.0,0.9955995
home,2020-05-30 15:00:00,1708320.0,0.99586856
home,2020-05-30 16:00:00,1106100.0,0.9969388
home,2020-05-30 17:00:00,604956.0,0.99760514
home,2020-05-30 18:00:00,306936.0,0.9979744
home,2020-05-30 19:00:00,35904.0,0.9961054
home,2020-05-30 20:00:00,0.0,0.99049443
home,2020-05-30 21:00:00,0.0,0.9841132
home,2020-05-30 22:00:00,0.0,0.97669864
home,2020-05-30 23:00:00,0.0,0.9637135
home,2020-05-31 00:00:00,0.0,0.952989
home,2020-05-31 01:00:00,0.0,0.9444512
home,2020-05-31 02:00:00,0.0,0.9343273
home,2020-05-31 03:00:00,26367.0,0.92405874
home,2020-05-31 04:00:00,300270.0,0.916255
home,2020-05-31 05:00:00,766293.0,0.92409706
home,2020-05-31 06:00:00,1213670.0,0.9442844
home,2020-05-31 07:00:00,1801618.0,0.9521709
home,2020-05-31 08:00:00,2333166.0,0.9653667
home,2020-05-31 09:00:00,2710042.0,0.97666943
home,2020-05-31 10:00:00,2922554.0,0.9857441
home,2020-05-31 11:00:00,2681192.0,0.9959711
home,2020-05-31 12:00:00,2668736.0,0.99771434
home,2020-05-31 13:00:00,2610506.0,0.9978916
home,2020-05-31 14:00:00,2068794.0,0.99797964
home,2020-05-31 15:00:00,1527398.0,0.9979859
home,2020-05-31 16:00:00,1110992.0,0.99783903
home,2020-05-31 17:00:00,569902.0,0.99727535
home,2020-05-31 18:00:00,249214.0,0.995605
home,2020-05-31 19:00:00,40196.0,0.99442863
home,2020-05-31 20:00:00,0.0,0.98674786
home,2020-05-31 21:00:00,0.0,0.9773035
home,2020-05-31 22:00:00,0.0,0.9688838
home,2020-05-31 23:00:00,0.0,0.9623529
home,2020-06-01 00:00:00,0.0,0.958539
home,2020-06-01 01:00:00,0.0,0.9507638
home,2020-06-01 02:00:00,0.0,0.942304
home,2020-06-01 03:00:00,28609.0,0.93264246
home,2020-06-01 04:00:00,304425.0,0.9230033
home,2020-06-01 05:00:00,776022.0,0.92786425
home,2020-06-01 06:00:00,1306114.0,0.9433133
home,2020-06-01 07:00:00,1879732.0,0.9592916
home,2020-06-01 08:00:00,2397482.0,0.9765984
home,2020-06-01 09:00:00,2799686.0,0.98881674
home,2020-06-01 10:00:00,3067262.0,0.9954332
home,2020-06-01 11:00:00,3162060.0,0.99786234
home,2020-06-01 12:00:00,3084908.0,0.99746644
home,2020-06-01 13:00:00,2848502.0,0.995368
home,2020-06-01 14:00:00,2431174.0,0.99272794
home,2020-06-01 15:00:00,1904246.0,0.99071085
home,2020-06-01 16:00:00,1321018.0,0.9900615
home,2020-06-01 17:00:00,773530.0,0.9912949
home,2020-06-01 18:00:00,296942.0,0.9943571
home,2020-06-01 19:00:00,38006.0,0.9978174
home,2020-06-01 20:00:00,0.0,0.9965559
home,2020-06-01 21:00:00,0.0,0.992766
home,2020-06-01 22:00:00,0.0,0.98918176
home,2020-06-01 23:00:00,0.0,0.98441
home,2020-06-02 00:00:00,0.0,0.97876525
home,2020-06-02 01:00:00,0.0,0.97158545
home,2020-06-02 02:00:00,0.0,0.9630555
home,2020-06-02 03:00:00,28656.0,0.95486486
home,2020-06-02 04:00:00,291253.0,0.94750077
home,2020-06-02 05:00:00,723931.0,0.95324504
home,2020-06-02 06:00:00,1219716.0,0.97231984
home,2020-06-02 07:00:00,1810980.0,0.98973286
home,2020-06-02 08:00:00,2317768.0,0.9975551
home,2020-06-02 09:00:00,2728346.0,0.996385
home,2020-06-02 10:00:00,2849386.0,0.9900278
home,2020-06-02 11:00:00,2984878.0,0.98409
home,2020-06-02 12:00:00,2813136.0,0.978157
home,2020-06-02 13:00:00,2524006.0,0.9739216
home,2020-06-02 14:00:00,2092768.0,0.97133166
home,2020-06-02 15:00:00,1727356.0,0.9706419
home,2020-06-02 16:00:00,1091482.0,0.9708693
home,2020-06-02 17:00:00,638838.0,0.97524464
home,2020-06-02 18:00:00,256058.0,0.98454475
home,2020-06-02 19:00:00,37288.0,0.9964942
home,2020-06-02 20:00:00,0.0,0.99764884
home,2020-06-02 21:00:00,0.0,0.9940754
home,2020-06-02 22:00:00,2.0,0.98742783
home,2020-06-02 23:00:00,0.0,0.9785757
home,2020-06-03 00:00:00,0.0,0.96870637
home,2020-06-03 01:00:00,0.0,0.95834243
home,2020-06-03 02:00:00,0.0,0.94896746
home,2020-06-03 03:00:00,28771.0,0.93859506
home,2020-06-03 04:00:00,248570.0,0.93017256
home,2020-06-03 05:00:00,673621.0,0.93532765
home,2020-06-03 06:00:00,1199808.0,0.9487645
home,2020-06-03 07:00:00,1692804.0,0.97198343
home,2020-06-03 08:00:00,2234668.0,0.9863562
home,2020-06-03 09:00:00,2610572.0,0.99459434
home,2020-06-03 10:00:00,2818736.0,0.99754965
home,2020-06-03 11:00:00,2771422.0,0.99792695
home,2020-06-03 12:00:00,2597764.0,0.99725163
home,2020-06-03 13:00:00,2262660.0,0.996385
home,2020-06-03 14:00:00,1890816.0,0.99625516
home,2020-06-03 15:00:00,1382738.0,0.9968904
home,2020-06-03 16:00:00,954550.0,0.9977703
home,2020-06-03 17:00:00,503642.0,0.99786556
home,2020-06-03 18:00:00,195998.0,0.9961008
home,2020-06-03 19:00:00,28596.0,0.9930239
home,2020-06-03 20:00:00,0.0,0.98786706
home,2020-06-03 21:00:00,0.0,0.9801513
home,2020-06-03 22:00:00,0.0,0.9691634
home,2020-06-03 23:00:00,0.0,0.95844626
home,2020-06-04 00:00:00,0.0,0.94735885
home,2020-06-04 01:00:00,0.0,0.94117707
home,2020-06-04 02:00:00,0.0,0.93449885
home,2020-06-04 03:00:00,22346.0,0.92947525
home,2020-06-04 04:00:00,114463.0,0.930203
home,2020-06-04 05:00:00,203793.0,0.93577325
home,2020-06-04 06:00:00,255556.0,0.9413571
home,2020-06-04 07:00:00,448928.0,0.9455001
home,2020-06-04 08:00:00,920894.0,0.94917893
home,2020-06-04 09:00:00,1236022.0,0.95809615
home,2020-06-04 10:00:00,1314266.0,0.96609795
home,2020-06-04 11:00:00,1641570.0,0.9714614
home,2020-06-04 12:00:00,1428320.0,0.9776479
home,2020-06-04 13:00:00,987786.0,0.9727467
home,2020-06-04 14:00:00,661360.0,0.9593159
home,2020-06-04 15:00:00,483308.0,0.94609624
home,2020-06-04 16:00:00,369238.0,0.9350321
home,2020-06-04 17:00:00,194314.0,0.9248485
home,2020-06-04 18:00:00,49436.0,0.9200081
home,2020-06-04 19:00:00,9304.0,0.90449464
home,2020-06-04 20:00:00,0.0,0.8966007
home,2020-06-04 21:00:00,0.0,0.8916345
home,2020-06-04 22:00:00,0.0,0.88679045
home,2020-06-04 23:00:00,0.0,0.87968343
home,2020-06-05 00:00:00,0.0,0.8757229
home,2020-06-05 01:00:00,0.0,0.8664833
home,2020-06-05 02:00:00,0.0,0.8618871
home,2020-06-05 03:00:00,28067.0,0.8564746
home,2020-06-05 04:00:00,196688.0,0.8577741
home,2020-06-05 05:00:00,434997.0,0.8675249
home,2020-06-05 06:00:00,582320.0,0.8791533
home,2020-06-05 07:00:00,877108.0,0.8865001
home,2020-06-05 08:00:00,873956.0,0.8980412
home,2020-06-05 09:00:00,1282688.0,0.9105877
home,2020-06-05 10:00:00,1094822.0,0.9310658
home,2020-06-05 11:00:00,485220.0,0.9216361
home,2020-06-05 12:00:00,615918.0,0.9037729
home,2020-06-05 13:00:00,1653180.0,0.90704584
home,2020-06-05 14:00:00,1875812.0,0.9322254
home,2020-06-05 15:00:00,1290280.0,0.9293735
home,2020-06-05 16:00:00,1018208.0,0.914294
home,2020-06-05 17:00:00,729944.0,0.91084975
home,2020-06-05 18:00:00,320428.0,0.90875006
home,2020-06-05 19:00:00,38892.0,0.90168494
home,2020-06-05 20:00:00,0.0,0.8917719
home,2020-06-05 21:00:00,0.0,0.88559186
home,2020-06-05 22:00:00,0.0,0.87520045
home,2020-06-05 23:00:00,0.0,0.87616324
home,2020-06-06 00:00:00,0.0,0.87612253
home,2020-06-06 01:00:00,0.0,0.87191397
home,2020-06-06 02:00:00,0.0,0.8655853
home,2020-06-06 03:00:00,34657.0,0.8598613
home,2020-06-06 04:00:00,328615.0,0.85567164
home,2020-06-06 05:00:00,779460.0,0.86818373
home,2020-06-06 06:00:00,987784.0,0.8902619
home,2020-06-06 07:00:00,1372442.0,0.89741635
home,2020-06-06 08:00:00,2084694.0,0.9110894
home,2020-06-06 09:00:00,2395576.0,0.92958033
home,2020-06-06 10:00:00,2594062.0,0.94284236
home,2020-06-06 11:00:00,2721862.0,0.95210123
home,2020-06-06 12:00:00,2643028.0,0.9595132
home,2020-06-06 13:00:00,2277184.0,0.9657558
home,2020-06-06 14:00:00,1398868.0,0.9721223
home,2020-06-06 15:00:00,1091620.0,0.96827507
home,2020-06-06 16:00:00,973052.0,0.96432805
home,2020-06-06 17:00:00,662868.0,0.95893645
home,2020-06-06 18:00:00,307752.0,0.95155126
home,2020-06-06 19:00:00,41672.0,0.94113594
home,2020-06-06 20:00:00,0.0,0.9319111
home,2020-06-06 21:00:00,0.0,0.9282197
home,2020-06-06 22:00:00,0.0,0.92503595
home,2020-06-06 23:00:00,0.0,0.9177664
home,2020-06-07 00:00:00,0.0,0.909926
home,2020-06-07 01:00:00,0.0,0.9034436
home,2020-06-07 02:00:00,0.0,0.90168875
home,2020-06-07 03:00:00,18672.0,0.8997092
home,2020-06-07 04:00:00,212772.0,0.8977829
home,2020-06-07 05:00:00,532608.0,0.9012847
home,2020-06-07 06:00:00,767620.0,0.9060378
home,2020-06-07 07:00:00,1278374.0,0.9166806
home,2020-06-07 08:00:00,1376408.0,0.9328257
home,2020-06-07 09:00:00,1386770.0,0.9430858
home,2020-06-07 10:00:00,2141240.0,0.9514345
home,2020-06-07 11:00:00,2053334.0,0.96477056
home,2020-06-07 12:00:00,2566706.0,0.9691038
home,2020-06-07 13:00:00,1936868.0,0.9761956
home,2020-06-07 14:00:00,1697304.0,0.97531116
home,2020-06-07 15:00:00,1063644.0,0.97572345
home,2020-06-07 16:00:00,995552.0,0.9675462
home,2020-06-07 17:00:00,348112.0,0.9621855
home,2020-06-07 18:00:00,156920.0,0.955345
home,2020-06-07 19:00:00,24264.0,0.94390976
home,2020-06-07 20:00:00,0.0,0.937132
home,2020-06-07 21:00:00,0.0,0.9277479
home,2020-06-07 22:00:00,0.0,0.9124274
home,2020-06-07 23:00:00,0.0,0.9000502
home,2020-06-08 00:00:00,0.0,0.8907581
home,2020-06-08 01:00:00,0.0,0.88775945
home,2020-06-08 02:00:00,0.0,0.8923953
home,2020-06-08 03:00:00,16273.0,0.8959189
home,2020-06-08 04:00:00,156765.0,0.89831465
home,2020-06-08 05:00:00,406772.0,0.9077146
home,2020-06-08 06:00:00,352210.0,0.91803527
home,2020-06-08 07:00:00,576172.0,0.9265774
home,2020-06-08 08:00:00,787224.0,0.93695664
home,2020-06-08 09:00:00,1359906.0,0.94888693
home,2020-06-08 10:00:00,1289852.0,0.96201247
home,2020-06-08 11:00:00,865730.0,0.9670905
home,2020-06-08 12:00:00,1068584.0,0.96658975
home,2020-06-08 13:00:00,1025948.0,0.9712449
home,2020-06-08 14:00:00,1172748.0,0.9739617
home,2020-06-08 15:00:00,1133444.0,0.9741748
home,2020-06-08 16:00:00,760400.0,0.9723493
home,2020-06-08 17:00:00,421668.0,0.96675295
home,2020-06-08 18:00:00,306876.0,0.95865625
home,2020-06-08 19:00:00,49640.0,0.94815373
home,2020-06-08 20:00:00,0.0,0.9368137
home,2020-06-08 21:00:00,0.0,0.92344075
home,2020-06-08 22:00:00,0.0,0.9140136
home,2020-06-08 23:00:00,0.0,0.9043738
home,2020-06-09 00:00:00,0.0,0.89943695
home,2020-06-09 01:00:00,0.0,0.8963723
home,2020-06-09 02:00:00,0.0,0.89202297
home,2020-06-09 03:00:00,14056.0,0.8889396
home,2020-06-09 04:00:00,109262.0,0.8883619
home,2020-06-09 05:00:00,310718.0,0.89316225
home,2020-06-09 06:00:00,365200.0,0.89951754
home,2020-06-09 07:00:00,483916.0,0.902651
home,2020-06-09 08:00:00,759266.0,0.9115901
home,2020-06-09 09:00:00,1067732.0,0.92407966
home,2020-06-09 10:00:00,1016102.0,0.9391823
home,2020-06-09 11:00:00,783424.0,0.94949406
home,2020-06-09 12:00:00,1182152.0,0.95444804
home,2020-06-09 13:00:00,1043096.0,0.9649023
home,2020-06-09 14:00:00,915244.0,0.97016925
home,2020-06-09 15:00:00,848732.0,0.9727219
home,2020-06-09 16:00:00,532796.0,0.9718282
home,2020-06-09 17:00:00,550108.0,0.96627474
home,2020-06-09 18:00:00,151756.0,0.9616127
home,2020-06-09 19:00:00,25592.0,0.9569549
home,2020-06-09 20:00:00,0.0,0.9486569
home,2020-06-09 21:00:00,0.0,0.9405214
home,2020-06-09 22:00:00,0.0,0.93555063
home,2020-06-09 23:00:00,0.0,0.9281616
home,2020-06-10 00:00:00,0.0,0.9246574
home,2020-06-10 01:00:00,0.0,0.9201963
home,2020-06-10 02:00:00,0.0,0.9159407
home,2020-06-10 03:00:00,13437.0,0.9090065
home,2020-06-10 04:00:00,142096.0,0.9068138
home,2020-06-10 05:00:00,342565.0,0.9073972
home,2020-06-10 06:00:00,428254.0,0.91257405
home,2020-06-10 07:00:00,853392.0,0.9258254
home,2020-06-10 08:00:00,1543784.0,0.9398278
home,2020-06-10 09:00:00,1745892.0,0.9574803
home,2020-06-10 10:00:00,1777808.0,0.96935636
home,2020-06-10 11:00:00,1822288.0,0.9769585
home,2020-06-10 12:00:00,1569924.0,0.98268
home,2020-06-10 13:00:00,1049424.0,0.9846348
home,2020-06-10 14:00:00,1646888.0,0.98490465
home,2020-06-10 15:00:00,1238152.0,0.99010885
home,2020-06-10 16:00:00,1030092.0,0.99115837
home,2020-06-10 17:00:00,611912.0,0.9914077
home,2020-06-10 18:00:00,303004.0,0.9877588
home,2020-06-10 19:00:00,37460.0,0.9768921
home,2020-06-10 20:00:00,0.0,0.9699764
home,2020-06-10 21:00:00,0.0,0.9610308
home,2020-06-10 22:00:00,0.0,0.95599365
home,2020-06-10 23:00:00,0.0,0.95211
home,2020-06-11 00:00:00,0.0,0.94940495
home,2020-06-11 01:00:00,0.0,0.9469414
home,2020-06-11 02:00:00,0.0,0.94210637
home,2020-06-11 03:00:00,25820.0,0.9376665
home,2020-06-11 04:00:00,204735.0,0.9336792
home,2020-06-11 05:00:00,493635.0,0.9366543
home,2020-06-11 06:00:00,500628.0,0.94473195
home,2020-06-11 07:00:00,434874.0,0.9431326
home,2020-06-11 08:00:00,790026.0,0.9460047
home,2020-06-11 09:00:00,969838.0,0.9542461
home,2020-06-11 10:00:00,1577036.0,0.9612296
home,2020-06-11 11:00:00,2549020.0,0.9726002
home,2020-06-11 12:00:00,2330324.0,0.9871408
home,2020-06-11 13:00:00,1219996.0,0.99343544
home,2020-06-11 14:00:00,1530012.0,0.9940208
home,2020-06-11 15:00:00,802056.0,0.99645555
home,2020-06-11 16:00:00,427476.0,0.99642086
home,2020-06-11 17:00:00,361680.0,0.99551344
home,2020-06-11 18:00:00,240620.0,0.9941492
home,2020-06-11 19:00:00,50568.0,0.98936784
home,2020-06-11 20:00:00,0.0,0.9803356
home,2020-06-11 21:00:00,0.0,0.9742296
home,2020-06-11 22:00:00,0.0,0.9661628
home,2020-06-11 23:00:00,0.0,0.9610175
home,2020-06-12 00:00:00,0.0,0.9538725
home,2020-06-12 01:00:00,0.0,0.9502723
home,2020-06-12 02:00:00,0.0,0.9448336
home,2020-06-12 03:00:00,36067.0,0.94194925
home,2020-06-12 04:00:00,301688.0,0.940867
home,2020-06-12 05:00:00,758285.0,0.9505227
home,2020-06-12 06:00:00,1112830.0,0.96892214
home,2020-06-12 07:00:00,1682720.0,0.98342144
home,2020-06-12 08:00:00,2118634.0,0.99347067
home,2020-06-12 09:00:00,2618848.0,0.9977806
home,2020-06-12 10:00:00,2217506.0,0.9971711
home,2020-06-12 11:00:00,2594888.0,0.9954914
home,2020-06-12 12:00:00,2434246.0,0.9914307
home,2020-06-12 13:00:00,2599820.0,0.98737633
home,2020-06-12 14:00:00,1854008.0,0.9819609
home,2020-06-12 15:00:00,1681848.0,0.9810857
home,2020-06-12 16:00:00,1195840.0,0.97956926
home,2020-06-12 17:00:00,711412.0,0.9812806
home,2020-06-12 18:00:00,271360.0,0.98793143
home,2020-06-12 19:00:00,42932.0,0.9946755
home,2020-06-12 20:00:00,0.0,0.99774766
home,2020-06-12 21:00:00,0.0,0.9935658
home,2020-06-12 22:00:00,0.0,0.99308795
home,2020-06-12 23:00:00,0.0,0.9924951
home,2020-06-13 00:00:00,0.0,0.98978925
home,2020-06-13 01:00:00,0.0,0.9801359
home,2020-06-13 02:00:00,0.0,0.96826065
home,2020-06-13 03:00:00,31177.0,0.961939
home,2020-06-13 04:00:00,233295.0,0.95851177
home,2020-06-13 05:00:00,615590.0,0.9733063
home,2020-06-13 06:00:00,1290062.0,0.98487127
home,2020-06-13 07:00:00,1819522.0,0.9902189
home,2020-06-13 08:00:00,2334116.0,0.99593425
home,2020-06-13 09:00:00,2700338.0,0.9979845
home,2020-06-13 10:00:00,2918662.0,0.9965744
home,2020-06-13 11:00:00,2921430.0,0.9928862
home,2020-06-13 12:00:00,2813232.0,0.98835725
home,2020-06-13 13:00:00,2530384.0,0.98429614
home,2020-06-13 14:00:00,1904552.0,0.9812356
home,2020-06-13 15:00:00,1431796.0,0.98112273
home,2020-06-13 16:00:00,1009252.0,0.9827111
home,2020-06-13 17:00:00,476416.0,0.98570955
home,2020-06-13 18:00:00,258932.0,0.99480134
home,2020-06-13 19:00:00,49264.0,0.99736947
home,2020-06-13 20:00:00,0.0,0.99786454
home,2020-06-13 21:00:00,0.0,0.99545157
home,2020-06-13 22:00:00,0.0,0.9906247
home,2020-06-13 23:00:00,0.0,0.98559976
home,2020-06-14 00:00:00,0.0,0.98156035
home,2020-06-14 01:00:00,0.0,0.97999126
home,2020-06-14 02:00:00,0.0,0.97835517
home,2020-06-14 03:00:00,27493.0,0.9767944
home,2020-06-14 04:00:00,194069.0,0.9766214
home,2020-06-14 05:00:00,356938.0,0.9815214
home,2020-06-14 06:00:00,978468.0,0.9869721
home,2020-06-14 07:00:00,1283386.0,0.9955187
home,2020-06-14 08:00:00,1293256.0,0.997836
home,2020-06-14 09:00:00,1819914.0,0.9978074
home,2020-06-14 10:00:00,2382768.0,0.99625766
home,2020-06-14 11:00:00,2339492.0,0.992641
home,2020-06-14 12:00:00,1788848.0,0.9937509
home,2020-06-14 13:00:00,1058748.0,0.9973833
home,2020-06-14 14:00:00,1483260.0,0.9979777
home,2020-06-14 15:00:00,913496.0,0.9977798
home,2020-06-14 16:00:00,750380.0,0.99796593
home,2020-06-14 17:00:00,441448.0,0.99786055
home,2020-06-14 18:00:00,163684.0,0.99677444
home,2020-06-14 19:00:00,32676.0,0.98809946
home,2020-06-14 20:00:00,0.0,0.9817009
home,2020-06-14 21:00:00,0.0,0.97589123
home,2020-06-14 22:00:00,0.0,0.9715717
home,2020-06-14 23:00:00,0.0,0.96811783
home,2020-06-15 00:00:00,0.0,0.96524334
home,2020-06-15 01:00:00,0.0,0.9599091
home,2020-06-15 02:00:00,0.0,0.95697707
home,2020-06-15 03:00:00,16718.0,0.95513064
home,2020-06-15 04:00:00,176692.0,0.9547346
home,2020-06-15 05:00:00,504480.0,0.9572373
home,2020-06-15 06:00:00,281350.0,0.96300364
home,2020-06-15 07:00:00,762778.0,0.97093946
home,2020-06-15 08:00:00,721332.0,0.9804923
home,2020-06-15 09:00:00,1226992.0,0.9849547
home,2020-06-15 10:00:00,1664908.0,0.9916904
home,2020-06-15 11:00:00,1919832.0,0.9959562
home,2020-06-15 12:00:00,1975746.0,0.9977559
home,2020-06-15 13:00:00,1621464.0,0.9978456
home,2020-06-15 14:00:00,1314052.0,0.99733067
home,2020-06-15 15:00:00,1296048.0,0.9968085
home,2020-06-15 16:00:00,879024.0,0.9962153
home,2020-06-15 17:00:00,439148.0,0.99687076
home,2020-06-15 18:00:00,242532.0,0.99791235
home,2020-06-15 19:00:00,43148.0,0.9969191
home,2020-06-15 20:00:00,0.0,0.99373347
home,2020-06-15 21:00:00,0.0,0.9895207
home,2020-06-15 22:00:00,0.0,0.9859182
home,2020-06-15 23:00:00,0.0,0.9836433
home,2020-06-16 00:00:00,0.0,0.9813783
home,2020-06-16 01:00:00,0.0,0.97962636
home,2020-06-16 02:00:00,0.0,0.9773611
home,2020-06-16 03:00:00,13406.0,0.97455055
home,2020-06-16 04:00:00,113323.0,0.9730406
home,2020-06-16 05:00:00,279073.0,0.9733753
home,2020-06-16 06:00:00,162000.0,0.9815863
home,2020-06-16 07:00:00,342976.0,0.98106587
home,2020-06-16 08:00:00,619948.0,0.98415947
home,2020-06-16 09:00:00,326700.0,0.98770225
home,2020-06-16 10:00:00,583468.0,0.98703206
home,2020-06-16 11:00:00,498418.0,0.9893993
home,2020-06-16 12:00:00,646248.0,0.9890957
home,2020-06-16 13:00:00,963672.0,0.99019665
home,2020-06-16 14:00:00,870380.0,0.9930376
home,2020-06-16 15:00:00,695500.0,0.9938779
home,2020-06-16 16:00:00,761048.0,0.9938374
home,2020-06-16 17:00:00,582116.0,0.99423707
home,2020-06-16 18:00:00,269088.0,0.9934455
home,2020-06-16 19:00:00,50392.0,0.99058014
home,2020-06-16 20:00:00,0.0,0.9835631
home,2020-06-16 21:00:00,0.0,0.9760098
home,2020-06-16 22:00:00,0.0,0.96749496
home,2020-06-16 23:00:00,0.0,0.960156
home,2020-06-17 00:00:00,0.0,0.95122695
home,2020-06-17 01:00:00,0.0,0.9430671
home,2020-06-17 02:00:00,0.0,0.9372066
home,2020-06-17 03:00:00,33757.0,0.9332779
home,2020-06-17 04:00:00,265949.0,0.93443286
home,2020-06-17 05:00:00,679818.0,0.9500952
home,2020-06-17 06:00:00,1049244.0,0.9690919
home,2020-06-17 07:00:00,1445482.0,0.9817544
home,2020-06-17 08:00:00,1440730.0,0.9901233
home,2020-06-17 09:00:00,1653094.0,0.9937022
home,2020-06-17 10:00:00,2176858.0,0.9959616
home,2020-06-17 11:00:00,1742116.0,0.99757206
home,2020-06-17 12:00:00,1839464.0,0.997349
home,2020-06-17 13:00:00,1652848.0,0.9974446
home,2020-06-17 14:00:00,1370600.0,0.99750674
home,2020-06-17 15:00:00,637556.0,0.9977278
home,2020-06-17 16:00:00,456972.0,0.9964856
home,2020-06-17 17:00:00,268452.0,0.9946883
home,2020-06-17 18:00:00,151664.0,0.9921882
home,2020-06-17 19:00:00,21144.0,0.99221087
home,2020-06-17 20:00:00,0.0,0.9858539
home,2020-06-17 21:00:00,0.0,0.9817507
home,2020-06-17 22:00:00,0.0,0.97835916
home,2020-06-17 23:00:00,0.0,0.9770248
home,2020-06-18 00:00:00,0.0,0.9749949
home,2020-06-18 01:00:00,0.0,0.9729241
home,2020-06-18 02:00:00,0.0,0.9717207
home,2020-06-18 03:00:00,7797.0,0.96960557
home,2020-06-18 04:00:00,66743.0,0.9674803
home,2020-06-18 05:00:00,223978.0,0.9653617
home,2020-06-18 06:00:00,352816.0,0.9667183
home,2020-06-18 07:00:00,548502.0,0.96761703
home,2020-06-18 08:00:00,833236.0,0.9703943
home,2020-06-18 09:00:00,1377422.0,0.9762629
home,2020-06-18 10:00:00,1959632.0,0.9874097
home,2020-06-18 11:00:00,2241406.0,0.99440616
home,2020-06-18 12:00:00,2017576.0,0.99736166
home,2020-06-18 13:00:00,1526660.0,0.99793345
home,2020-06-18 14:00:00,1205608.0,0.9979814
home,2020-06-18 15:00:00,836872.0,0.9979726
home,2020-06-18 16:00:00,624284.0,0.99790657
home,2020-06-18 17:00:00,377308.0,0.99756956
home,2020-06-18 18:00:00,218352.0,0.99662626
home,2020-06-18 19:00:00,37816.0,0.9962535
home,2020-06-18 20:00:00,0.0,0.98497796
home,2020-06-18 21:00:00,0.0,0.9758997
home,2020-06-18 22:00:00,0.0,0.9661628
home,2020-06-18 23:00:00,0.0,0.9716084
home,2020-06-19 00:00:00,0.0,0.96781194
home,2020-06-19 01:00:00,0.0,0.93876857
home,2020-06-19 02:00:00,0.0,0.92924786
home,2020-06-19 03:00:00,37208.0,0.9279531
home,2020-06-19 04:00:00,299413.0,0.9316666
home,2020-06-19 05:00:00,757813.0,0.94854033
home,2020-06-19 06:00:00,989870.0,0.9692421
home,2020-06-19 07:00:00,1748108.0,0.97864366
home,2020-06-19 08:00:00,2287256.0,0.99030346
home,2020-06-19 09:00:00,2498172.0,0.9956868
home,2020-06-19 10:00:00,2224268.0,0.99730945
home,2020-06-19 11:00:00,2010786.0,0.9974765
home,2020-06-19 12:00:00,1922166.0,0.9975273
home,2020-06-19 13:00:00,1978800.0,0.99776787
home,2020-06-19 14:00:00,1820032.0,0.9979272
home,2020-06-19 15:00:00,1416348.0,0.9970746
home,2020-06-19 16:00:00,916468.0,0.9955961
home,2020-06-19 17:00:00,584176.0,0.99246746
home,2020-06-19 18:00:00,354408.0,0.9914089
home,2020-06-19 19:00:00,61148.0,0.9896075
home,2020-06-19 20:00:00,0.0,0.9814006
home,2020-06-19 21:00:00,0.0,0.9730809
home,2020-06-19 22:00:00,0.0,0.9642464
home,2020-06-19 23:00:00,0.0,0.9562425
home,2020-06-20 00:00:00,0.0,0.95012176
home,2020-06-20 01:00:00,0.0,0.94297975
home,2020-06-20 02:00:00,0.0,0.9371839
home,2020-06-20 03:00:00,37586.0,0.9316666
home,2020-06-20 04:00:00,310609.0,0.92881274
home,2020-06-20 05:00:00,756533.0,0.9378701
home,2020-06-20 06:00:00,1239640.0,0.9530437
home,2020-06-20 07:00:00,1591152.0,0.96710277
home,2020-06-20 08:00:00,1938354.0,0.9782686
home,2020-06-20 09:00:00,1450800.0,0.9865873
home,2020-06-20 10:00:00,1633634.0,0.9881433
home,2020-06-20 11:00:00,1694358.0,0.9908244
home,2020-06-20 12:00:00,1853998.0,0.9927054
home,2020-06-20 13:00:00,1416204.0,0.99471927
home,2020-06-20 14:00:00,1379376.0,0.99507725
home,2020-06-20 15:00:00,1073464.0,0.99572074
home,2020-06-20 16:00:00,1031500.0,0.9952949
home,2020-06-20 17:00:00,677260.0,0.9950365
home,2020-06-20 18:00:00,310544.0,0.9936392
home,2020-06-20 19:00:00,52752.0,0.9892067
home,2020-06-20 20:00:00,0.0,0.98117656
home,2020-06-20 21:00:00,0.0,0.9709858
home,2020-06-20 22:00:00,0.0,0.96224564
home,2020-06-20 23:00:00,0.0,0.95478
home,2020-06-21 00:00:00,0.0,0.9443647
home,2020-06-21 01:00:00,0.0,0.9342316
home,2020-06-21 02:00:00,0.0,0.92768973
home,2020-06-21 03:00:00,37747.0,0.9238634
home,2020-06-21 04:00:00,318626.0,0.9231084
home,2020-06-21 05:00:00,779349.0,0.94113594
home,2020-06-21 06:00:00,1248624.0,0.97156024
home,2020-06-21 07:00:00,1851076.0,0.98840594
home,2020-06-21 08:00:00,2162348.0,0.9962761
home,2020-06-21 09:00:00,1693192.0,0.99798703
home,2020-06-21 10:00:00,2186922.0,0.9978832
home,2020-06-21 11:00:00,2543300.0,0.9969022
home,2020-06-21 12:00:00,2382568.0,0.9941958
home,2020-06-21 13:00:00,1644800.0,0.9929042
home,2020-06-21 14:00:00,1216700.0,0.99335384
home,2020-06-21 15:00:00,1080388.0,0.9940032
home,2020-06-21 16:00:00,845424.0,0.99463296
home,2020-06-21 17:00:00,308172.0,0.9962907
